referrer_source,referrer_host,device,page_type,page_url,page_path,country,region,city,page_views,carts,checkouts,avg_duration,bounce_rate,orders_placed,hour_of_day,day,month,year,day_in_month,shipping,legal
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,2.9444389791664403,1.0,0,15,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,1,4,2021,20,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.332204510175204,1.0,0,15,1,4,2021,20,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,3.8501476017100584,1.0,0,15,1,4,2021,20,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,1,4,2021,20,8,0.2
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,4.584967478670572,1.0,0,15,1,4,2021,20,2,1.0
Search,Other,Mobile,Checkout,Other,/checkouts,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.9459101490553132,1,1,7.114769448366463,1.0,1,15,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.302585092994046,1,0,5.4680601411351315,1.0,0,16,1,4,2021,20,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,1,4,2021,20,8,0.2
Unknown,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,1,4,2021,20,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.70805020110221,0,0,6.4692503167957724,1.0,0,17,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,4,2021,20,2,1.0
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,1.6094379124341003,0,0,6.142037405587356,1.0,0,18,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,2.6390573296152584,0,0,5.877735781779639,1.0,0,18,1,4,2021,20,8,0.2
Search,Other,Desktop,Checkout,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,4,2021,20,12,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.1972245773362196,0,0,5.986452005284438,1.0,0,18,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,4.07753744390572,1.0,0,18,1,4,2021,20,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.091042453358316,1.0,0,18,1,4,2021,20,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,4,2021,20,8,0.2
Unknown,Other,Mobile,Checkout,Other,/checkouts,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,2.70805020110221,1.0,0,18,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,2.1972245773362196,1,0,4.890349128221754,1.0,0,18,1,4,2021,20,12,0.2
Search,Other,Desktop,Custom Page,Other,Site,Switzerland,Other,Other,2.0794415416798357,0,0,4.23410650459726,1.0,0,18,1,4,2021,20,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.9318256327243257,1.0,0,18,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,19,1,4,2021,20,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,5.123963979403259,1.0,0,19,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,1,1,5.093750200806762,1.0,1,19,1,4,2021,20,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.553876891600541,1.0,0,19,1,4,2021,20,2,1.0
Search,Other,Mobile,Checkout,Other,/checkouts,France,Other,Other,1.3862943611198906,0,0,4.248495242049359,1.0,0,20,1,4,2021,20,8,0.2
Search,Other,Mobile,Checkout,Other,/checkouts,Switzerland,Other,Other,2.0794415416798357,1,1,6.1903154058531475,1.0,1,20,1,4,2021,20,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,1,4,2021,20,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,1,4,2021,20,8,0.2
Search,Other,Mobile,Checkout,Other,/checkouts,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,1,0,3.7612001156935624,1.0,0,20,1,4,2021,20,2,1.0
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,1,4,2021,20,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,2.302585092994046,1,0,5.375278407684165,1.0,0,21,1,4,2021,20,8,0.2
Unknown,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,1,4,2021,20,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.5649493574615367,0,0,7.010311867307229,1.0,0,21,1,4,2021,20,8,0.2
Social,Other,Mobile,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,1,4,2021,20,12,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.6094379124341003,1,0,5.4680601411351315,1.0,0,21,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,1.0986122886681098,0,0,3.295836866004329,1.0,0,21,1,4,2021,20,12,0.2
Unknown,Other,Mobile,Site,Other,Site,France,Other,Other,2.302585092994046,0,1,5.556828061699537,1.0,0,22,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.1972245773362196,0,1,4.867534450455582,1.0,0,22,1,4,2021,20,8,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,2.1972245773362196,1,0,4.770684624465665,1.0,0,22,1,4,2021,20,12,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.302585092994046,0,0,4.875197323201151,1.0,0,23,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.833213344056216,1,0,6.023447592961033,1.0,0,23,1,4,2021,20,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.70805020110221,1,1,6.263398262591624,1.0,1,23,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,1,1,5.075173815233827,1.0,1,23,1,4,2021,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.258096538021482,1.0,0,0,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,0,2,4,2021,21,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,0,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,2,4,2021,21,12,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,1.3862943611198906,0,0,3.6375861597263857,1.0,0,1,2,4,2021,21,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,2,2,4,2021,21,12,1.0
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,2,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,2,2,4,2021,21,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,2,2,4,2021,21,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,2.0794415416798357,1.0,0,2,2,4,2021,21,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,6,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,3.871201010907891,1.0,0,7,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,7,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,7,2,4,2021,21,12,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,8,2,4,2021,21,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,4.709530201312334,1.0,0,9,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Geneva,Geneva,2.3978952727983707,0,0,5.683579767338681,1.0,0,10,2,4,2021,21,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,4.941642422609304,1.0,0,10,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,3.044522437723423,1.0,0,10,2,4,2021,21,8,0.2
Search,Other,Desktop,Checkout,Other,/checkouts,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,2,4,2021,21,2,1.0
Search,Other,Mobile,Checkout,Other,/checkouts,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,3.8066624897703196,1.0,0,11,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.9889840465642745,1.0,0,11,2,4,2021,21,2,1.0
Social,Other,Mobile,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,2,4,2021,21,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,2.5649493574615367,1,1,5.384495062789089,1.0,0,11,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,2.1972245773362196,1,1,4.882801922586371,1.0,1,11,2,4,2021,21,2,1.0
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.5553480614894135,1.0,0,12,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,2.1972245773362196,1.0,0,12,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,3.295836866004329,1.0,0,12,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,2,4,2021,21,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.5649493574615367,0,0,5.645446897643238,1.0,0,13,2,4,2021,21,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,2,4,2021,21,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,1.0986122886681098,0,0,3.4339872044851463,1.0,0,13,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,4.499809670330265,1.0,0,13,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.23410650459726,1.0,0,14,2,4,2021,21,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,3.332204510175204,1.0,0,15,2,4,2021,21,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.6888794541139363,1.0,0,16,2,4,2021,21,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,2,4,2021,21,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,5.318119993844216,1.0,0,17,2,4,2021,21,8,0.2
Unknown,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.332204510175204,1.0,0,18,2,4,2021,21,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.6390573296152584,0,0,5.198497031265826,1.0,0,18,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.1972245773362196,0,1,4.248495242049359,1.0,0,18,2,4,2021,21,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,5.170483995038151,1.0,0,18,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,3.9889840465642745,1.0,0,19,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.9459101490553132,0,0,4.90527477843843,1.0,0,19,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.70805020110221,1,1,7.312553498102598,1.0,1,19,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,2,4,2021,21,2,1.0
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,2,4,2021,21,12,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.9459101490553132,0,0,4.248495242049359,1.0,0,20,2,4,2021,21,8,0.2
Search,Other,Mobile,Site,Other,/products/[keyword_2]-10,Switzerland,Other,Other,1.3862943611198906,0,0,4.90527477843843,1.0,0,21,2,4,2021,21,2,1.0
Unknown,Other,Mobile,Checkout,Other,/checkouts,France,Other,Other,1.9459101490553132,0,0,4.8283137373023015,1.0,0,22,2,4,2021,21,8,0.2
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.791759469228055,0,0,4.23410650459726,1.0,0,22,2,4,2021,21,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.6888794541139363,1.0,0,22,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Geneva,Geneva,2.1972245773362196,1,1,6.1224928095143865,1.0,1,22,2,4,2021,21,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,1.0986122886681098,1,0,3.713572066704308,1.0,0,22,2,4,2021,21,2,1.0
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,22,2,4,2021,21,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,2,4,2021,21,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,0,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,0,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,0,3,4,2021,22,8,0.2
Search,Other,Desktop,Custom Page,Other,Site,United States,Iowa,Other,0.6931471805599453,0,0,0.0,0.0,0,1,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,3,4,2021,22,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,3,4,2021,22,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,3,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,3,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,4,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.2188758248682006,1.0,0,6,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,6,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,6,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,6,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,7,3,4,2021,22,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,1.6094379124341003,1.0,0,8,3,4,2021,22,2,1.0
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,1.0986122886681098,0,0,5.476463551931511,1.0,0,8,3,4,2021,22,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.791759469228055,0,0,4.919980925828125,1.0,0,9,3,4,2021,22,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,4.532599493153256,1.0,0,9,3,4,2021,22,8,0.2
Social,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,9,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,3,4,2021,22,8,0.2
Search,Other,Desktop,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,3,4,2021,22,8,0.2
Unknown,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,1.3862943611198906,0,0,3.1354942159291497,1.0,0,10,3,4,2021,22,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.091042453358316,1.0,0,10,3,4,2021,22,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,10,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,10,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,1.6094379124341003,1.0,0,10,3,4,2021,22,8,0.2
Unknown,Other,Desktop,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,3.4011973816621555,1.0,0,10,3,4,2021,22,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,4.574710978503383,1.0,0,10,3,4,2021,22,8,0.2
Unknown,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.5263605246161616,1.0,0,11,3,4,2021,22,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,1.9459101490553132,1.0,0,11,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,5.3706380281276624,1.0,0,12,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,3.4657359027997265,1.0,0,12,3,4,2021,22,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.4965075614664802,1.0,0,12,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,2.772588722239781,1.0,0,12,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,7.1785454837637,1.0,0,12,3,4,2021,22,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.4849066497880004,0,0,6.444131256700441,1.0,0,13,3,4,2021,22,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.332204510175204,1.0,0,13,3,4,2021,22,8,0.2
Search,Other,Desktop,Custom Page,Other,Site,France,Other,Other,1.0986122886681098,0,0,2.4849066497880004,1.0,0,14,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,3,4,2021,22,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Saint Gallen,Other,2.0794415416798357,1,1,4.787491742782046,1.0,0,16,3,4,2021,22,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,3,4,2021,22,12,0.2
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,3,4,2021,22,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,3,4,2021,22,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,3,4,2021,22,12,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,3,4,2021,22,12,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,3.044522437723423,0,0,6.851184927493743,1.0,0,21,3,4,2021,22,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,2.833213344056216,1.0,0,21,3,4,2021,22,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,2.5649493574615367,1.0,0,21,3,4,2021,22,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,3.8066624897703196,1.0,0,21,3,4,2021,22,8,0.2
Search,Other,Mobile,Checkout,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,22,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.9459101490553132,0,0,5.332718793265369,1.0,0,23,3,4,2021,22,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,2,4,4,2021,23,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,2,4,4,2021,23,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,2,4,4,2021,23,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,1.0986122886681098,0,0,6.206575926724928,1.0,0,4,4,4,2021,23,12,1.0
